row,produto,ean,preco_7_dias,preco_14_dias,preco_21_dias,preco_28_dias,status,revisao_visual,observacao,source,source_page,image_url,title_found,optimized_path,optimized_bytes,original_width,original_height,processed_at
4603,PLACA E.V.A DUBFLEX 40X60 BCO GLITTER,7898915934748,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4604,PLACA E.V.A DUBFLEX 40X60 DOUR GLITTER,7898915934694,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4605,PLACA E.V.A DUBFLEX 40X60 PINK GLITTER,7898915934755,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4606,PLACA E.V.A DUBFLEX 40X60 PRATA GLITTER,7898915934700,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4607,PLACA E.V.A DUBFLEX 40X60 PRETO GLITER,7898915934731,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4608,PLACA E.V.A DUBFLEX 40X60 ROS BB GLITTER,7898915937909,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4609,PLACA E.V.A DUBFLEX 40X60 VERDE GLITTER,7898915934762,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4610,PLACA E.V.A DUBFLEX 40X60 VERM GLITTER,7898915934717,3.46,3.5,3.52,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4611,PLAST ENCAP AUTOAD STITCH 10MT,7899785581735,90.68,91.76,92.19,92.63,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4612,POLIDOR LIQ 200ML BRASSO,7891035060007,42.59,43.1,43.3,43.51,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4613,POLIDOR LIQ 200ML SILVO,7891035070006,42,42.5,42.7,42.9,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891035070006.webp,30536,0,0,2026-07-07T13:42:01
4614,POLVILHO AMAFIL AZEDO 1KG PAPEL,7896035921112,9.71,9.82,9.87,9.92,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896035921112.webp,48974,0,0,2026-07-07T13:42:01
4615,538 POLVILHO AMAFIL DOCE 1KG PAPEL,7896035921211,9.4,9.52,9.56,9.61,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896035921211.webp,29644,0,0,2026-07-07T13:42:01
4616,POLVILHO CAIPIRA DOCE 1KG,7898042330024,5.22,5.28,5.31,5.33,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4617,POLVILHO MATUTO AZEDO FINO 1KG,7896035921457,7.54,7.63,7.66,7.7,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4618,467 POLVILHO MATUTO DOCE 1KG,7896035921297,5.57,5.64,5.67,5.69,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4619,POMADA MASSAGEAD 150G CANELA DE V PREM,7908512700933,5.79,5.85,5.88,5.91,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4620,POMADA MASSAGEAD 150G CANELA DE VELHO,7908512700742,5.03,5.09,5.11,5.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4621,POMADA MASSAGEAD 150G FISIOFORT,7908512700841,5,5.06,5.09,5.11,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4622,POMADA MASSAGEAD 150G FISIOFORT + GOLD,7908512704382,8.22,8.32,8.36,8.39,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4623,POMADA MASSAGEAD 150G FISIOFORT HEXA,7908512705976,5.1,5.16,5.18,5.2,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4624,POMADA MASSAGEAD 150G FISIOFORT PREMIUN,7908512700810,7.19,7.27,7.31,7.34,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4625,POMADA MASSAGEAD 150G MILAGROSA,7908512700902,5.01,5.07,5.09,5.12,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4626,POMADA MASSAGEAD 150G TIRA COM A MAO,7908512700896,5.04,5.1,5.13,5.15,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4627,PORTA FILTRO CAFE UNITERMI 102/103 SORT,7898663740974,6.95,7.03,7.06,7.09,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4628,PORTA FILTRO MELITTA 102 CORES SORT,7891021000925,10.29,10.41,10.46,10.51,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891021000925.webp,61860,0,0,2026-07-07T13:42:01
4629,PORTA FILTRO MELITTA 103 CORES SORT,7891021000949,11.29,11.42,11.48,11.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4630,PORTA GARRAFA KNAUF ISOPOR 600ML,7897827600772,5.93,6,6.03,6.06,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4631,PORTA LATA KNAUF ISOPOR 350ML,7897827600765,2.33,2.35,2.36,2.38,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4632,PORTA SAB LIQ VIDRO WELLMIX 400ML C SORT,7899527143313,12.69,12.84,12.9,12.96,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4633,POTE DESC 250ML PP TRANSP C/T COPOBRAS,7896030880001,21.6,21.86,21.96,22.06,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4634,"POTE PLAST PURA CASA 1,5L R0850 CORES",7898731142334,8.72,8.82,8.86,8.9,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4635,POTE TRAMONTINA 2LT COR SORT MIXCOLOR,7891112325715,19.5,19.73,19.82,19.91,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4636,POTE TRAMONTINA 300ML COR SORT MIXCOLOR,7891112325692,6.82,6.91,6.94,6.97,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4637,POTE TRAMONTINA 600ML COR SORT MIXCOLOR,7891112325708,9.96,10.08,10.13,10.18,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4638,"POTE VIDRO HER RET 1,04L C/DIV EM CS TEM",7908486127613,26.81,27.13,27.25,27.38,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4639,POTE VIDRO HER RET 630ML C/DIV EM CS TEM,7908486127606,21.57,21.82,21.93,22.03,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4640,"POTE VIDRO HERM RET 1,5L EM CASA TEM",7908486129402,29.56,29.91,30.05,30.19,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4641,POTE VIDRO HERM RET 640ML EM CASA TEM,7908486135366,15.69,15.87,15.95,16.02,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4642,"POTE VIDRO INVICTA 1,1L COLLECTION RED",7891691398261,13.24,13.4,13.46,13.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4643,"POTE VIDRO INVICTA 1,2L COLLECTION QUAD",7891691398292,11.43,11.57,11.62,11.68,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4644,"POTE VIDRO INVICTA 1,6L COLLECTION RED",7891691398254,15.04,15.21,15.29,15.36,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4645,"POTE VIDRO INVICTA 2,2L COLLECTION QUAD",7891691398285,16.63,16.82,16.9,16.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4646,POTE VIDRO Q PING 1.200ML C/TPA,7898731141566,19.38,19.61,19.7,19.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4647,POTE VIDRO Q PING 750ML C/TPA,7898731141559,15.61,15.8,15.87,15.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4648,POTE VIDRO VITAZZA RETANG 1L COM TAMPA,7908399146381,13.54,13.7,13.76,13.83,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4649,POTE VIDRO VITAZZA RETANG 1L OCEANI C/TP,7908399146657,13.84,14,14.07,14.13,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4650,"POTE VIDRO VITAZZA RETANG 2,4L COM TAMPA",7908399146404,17.25,17.45,17.54,17.62,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4651,"POTE VIDRO VITAZZA RETANG 2,4L OCEA C/TP",7908399146718,18.85,19.07,19.16,19.25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4652,POTE VIDRO VITZZA RETANG 1L C/TP HERM,7908399146411,16.55,16.75,16.83,16.91,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4653,PRANCHA CAB AGRATTO DELLA PTA 30W BIV,7898461969621,60.58,61.31,61.59,61.88,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4654,PRANCHA CABELO CADENCE ROUGE BIV,7898615988874,64.02,64.78,65.09,65.39,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4655,PRATO ISOPOR N15 CUMBUCA COPOBRAS,7896030802690,0.39,0.39,0.39,0.4,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4656,PRATO ISOPOR N23 RASO BOM APETITE,7898681781447,0.42,0.42,0.42,0.42,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4657,PRATO ISOPOR N23 RASO COPOBRAS,7896030800955,0.51,0.52,0.52,0.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4658,PRATO PLAST DESC N15 FDO BCO CRISTALCOP,7898939720150,1.6,1.62,1.63,1.64,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4659,PRATO PLAST DESC N15 PS FDO LEIT PURA CA,7898968878402,1.62,1.64,1.65,1.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4660,PRATO PLAST DESC N15 PS RAS LEIT PURA CA,7898968878419,1.32,1.34,1.34,1.35,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4661,PRATO PLAST DESC N15 RASO BCO CRISTALCOP,7898939720136,1.24,1.25,1.26,1.26,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4662,PRATO PLAST DESC N18 PS RAS LEIT PURA CA,7898968878426,2.04,2.06,2.07,2.08,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4663,PRATO PLAST DESC N18 RASO BCO CRISTALCOP,7898939720365,2.34,2.36,2.38,2.39,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4664,PRATO PLAST DESC N21 PS FDO LEIT PURA CA,7898968878433,3.83,3.88,3.9,3.92,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4665,PRATO PLAST DESC N21 PS RAS LEIT PURA CA,7898968878440,3.63,3.68,3.69,3.71,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4666,PRATO PLAST DESC N21 RASO BCO CRISTALCOP,7898939720112,2.79,2.83,2.84,2.85,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4667,PRATO PLAST DESC N23 FUND BCO CRISTALCOP,7898597031469,4.54,4.59,4.61,4.63,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4668,PRATO PLAST JAGUAR ESCOLAR AZUL,7896952532101,3.55,3.59,3.61,3.62,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4669,PRATO VIDRO DURALEX 22CM FDO ASTRA LUVA,7894993986808,6.48,6.56,6.59,6.62,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4670,PRATO VIDRO DURALEX 22CM FUNDO ASTRAL,7894993000832,4.19,4.24,4.26,4.28,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4671,PRATO VIDRO DURALEX 22CM RASO ASTRAL,7894993000238,4.05,4.09,4.11,4.13,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4672,"PRATO VIDRO DURALEX 22,4CM FDO DIAMANTE",7891155013235,4.13,4.18,4.2,4.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4673,"PRATO VIDRO DURALEX 22,4CM FDO PRIMAVERA",7891155043867,4.14,4.19,4.21,4.23,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4674,"PRATO VIDRO OPAL NADIR 23,5CM FDO PETALA",7891155037880,6.36,6.44,6.47,6.5,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4675,PRATO VIDRO OPAL NADIR 23CM FUNDO MENU,7891155037859,8.15,8.24,8.28,8.32,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4676,PRATO VIDRO OPAL NADIR 24CM RASO MENU,7891155037842,7.91,8,8.04,8.08,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4677,"PRATO VIDRO OPAL NADIR 25,5CM RSO PETALA",7891155037873,6.82,6.9,6.93,6.96,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4678,"PRATO VIDRO OPAL NADIR 26,5CM RASO MENU",7891155037996,11.51,11.65,11.7,11.75,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4679,PRATO VIDRO OPAL NADIR 27CM RASO BLANC,7891155038009,10.39,10.51,10.56,10.61,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4680,PRATO VIDRO OPAL NADIR 27CM RASO PLAZA,7891155040484,14.95,15.13,15.2,15.27,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4681,965 PRATO VIDRO WH FDO CRYSTAL R2739,7891240027390,3.78,3.83,3.85,3.87,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4682,"509 PRATO VIDRO WHEATON 21,5CM FDO CRYST LV",7891240002786,5.27,5.33,5.36,5.38,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4683,PRATO VIDRO WHEATON 23CM FDO CONFETI PTO,7891240001437,10.41,10.54,10.59,10.64,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4684,PRATO VIDRO WHEATON 23CM FDO CONFETI VM,7891240007439,10.56,10.68,10.73,10.78,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4685,PRATO VIDRO WHEATON 23CM FUNDO BARROCO,7891240036729,4.48,4.53,4.55,4.58,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4686,508 PRATO VIDRO WHEATON 23CM RSO CRYSTAL LV,7891240002755,5.4,5.46,5.49,5.51,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4687,PRATO VIDRO WHEATON FDO 22CM BARROCO GLD,7891240078729,5.05,5.11,5.13,5.15,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4688,PRATO VIDRO WHEATON RS 25CM FLORIPA,7891240002434,4.41,4.47,4.49,4.51,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4689,42 PREGO GERDAU 1KG 15X15,7891738018855,15.88,16.07,16.15,16.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4690,PREGO GERDAU 1KG 17X21,7891738018930,12.08,12.23,12.29,12.34,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891738018930.webp,34050,0,0,2026-07-07T13:42:01
4691,PREGO GERDAU 1KG 17X27,7891738018954,12.08,12.22,12.28,12.33,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891738018954.webp,7648,0,0,2026-07-07T13:42:01
4692,35 PREGO GERDAU 1KG 18X24,7891738018985,13.21,13.37,13.43,13.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4693,PREGO GERDAU 1KG 18X27,7891738018992,13.21,13.37,13.43,13.49,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891738018992.webp,7432,0,0,2026-07-07T13:42:01
4694,PREGO GERDAU 1KG 18X30,7891738019005,13.21,13.37,13.43,13.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4695,PREGO GERDAU 1KG 19X27,7891738019050,13.21,13.37,13.43,13.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4696,PREGO GERDAU 1KG 19X30,7891738019067,13.21,13.37,13.43,13.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4697,PREGO GERDAU 1KG 19X36,7891738019081,13.21,13.37,13.43,13.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4698,PREGO GERDAU 1KG 22X42,7891738019210,13.21,13.37,13.43,13.49,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4699,PREGO GERDAU 1KG 22X48,7891738019234,13.21,13.37,13.43,13.49,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891738019234.webp,7122,0,0,2026-07-07T13:42:01
4700,37 PREGO GERDAU 1KG 26X72,7891738019296,20.49,20.73,20.83,20.93,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4701,PRENDEDOR ROUPA GABOARDI MAD,7896384500129,1.3,1.32,1.32,1.33,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4702,PRENDEDOR ROUPA GABOARDI PLAST,7896384524613,2.06,2.08,2.09,2.1,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4703,PRENDEDOR ROUPA GABOARDI PLAST GIGANTE,7896279200332,3.45,3.5,3.51,3.53,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4704,PRENDEDOR ROUPA GINA MAD,7896051099918,2.15,2.17,2.18,2.19,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896051099918.webp,29834,0,0,2026-07-07T13:42:01
4705,PRESERV PRUDENCE COR E SABOR CHICLETE,7898079001355,4.82,4.87,4.9,4.92,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4706,PRESERV PRUDENCE COR E SABOR CHOCOLATE,7898079000334,4.82,4.87,4.9,4.92,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4707,PRESERV PRUDENCE COR E SABOR HORTELA,7898079000310,4.82,4.87,4.9,4.92,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4708,PRESERV PRUDENCE COR E SABOR MELANCIA,7898079000495,4.82,4.87,4.9,4.92,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
4709,PRESERV PRUDENCE COR E SABOR MORANGAO,7898079002864,7.28,7.36,7.4,7.43,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:42:01
